Unnamed: 0.1,Unnamed: 0,CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
1198,FSC,FriendshipCoin,NeoScrypt,True,PoW/PoS,1120385.00502,60168145
1199,THC,The Hempcoin,Scrypt,True,PoW/PoS,0.0,300000000
1200,FIII,Fiii,SHA3-256,True,DPoC,-5917977547.96773,5000000000
1201,J,JoinCoin,Multiple,True,PoW,3332922.5,2800000
1202,TRI,Triangles Coin,X13,True,PoW/PoS,140777.753365,120000
1203,RAIZER,RAIZER,SHA-256,False,PoW,,1000000000
1204,VOLLAR,Vollar,Equihash+Scrypt,True,PoW,100000000.0,2100000000
1205,VNTY,VENOTY,Scrypt,False,PoW,,94000000
1206,AX,AlphaX,Scrypt,True,PoS,,200000000000
1207,SWI,Swinca,Quark,False,PoW/PoS,,400000000
1208,TCR,TecraCoin,Lyra2Z,False,PoW,40874452.4756771,210000000
1209,HCXP,HCX PAY,CryptoNight,False,PoW,,2000000000
1210,GEX,Gexan,PHI2,False,PoW/PoS,2233828.12953048,21000000
1211,EOS,EOS,DPoS,True,DPoS,1020544523.0722,0
1212,AHT,Ahoolee,Ethash,True,PoW,,100000000
1213,RCC,Reality Clash,Ethash,True,PoW,24487944.0958204,24487944
1214,OXY,Oxycoin,DPoS,True,DPoS,1122382283.37,0
1215,Z2,Z2 Coin,SHA-256,False,PoW,,11000000
1216,KAPU,Kapu,DPoS,True,DPoS,,115000000
1217,GRFT,Graft Blockchain,CryptoNight,True,PoW/PoS,,1844674400
1218,MNZ,Monaize,Equihash,True,PoW/DPoW,,257142857
1219,AVE,Avesta,Avesta hash,False,PoW,,200000000
1220,XSB,Extreme Sportsbook,X11,False,PoS,,3000000
1221,SCRM,Scorum,DPoS,True,DPoS,,20000000
1222,LWF,Local World Forwarders,DPoS,True,DPoS,,100000000
1223,ILT,iOlite,Ethash,True,PoW,0.0,1000000000
1224,ADM,Adamant,DPoS,True,DPoS,,200000000
1225,UPX,uPlexa,CryptoNight,True,PoW,,10500000000
1226,TCH,TigerCash,SHA-256,True,PoS,1000000000.0,1000000000
1227,LAX,LAPO,Lyra2Z,False,PoW/PoS,11086825523.3769,100000000000
1228,TIP,Tip Blockchain,DPoS,True,PoS,,1000000000
1229,DTEP,DECOIN,X11,True,PoS,,140000000
1230,WAVES,Waves,Leased POS,True,LPoS,100000000.0,100000000
1231,PART,Particl,PoS,True,PoS,9283137.5558676,8634140
1232,SLX,Slate,Slatechain,True,PoW,,950000000
1233,SHARD,ShardCoin,Scrypt,False,PoS,24924986.0946492,900000000
1234,BTT,BitTorrent,TRC10,True,DPoS,989988713439.649,990000000000
1235,CHI,XAYA,NeoScrypt,True,PoW,,77303932
1236,ZILLA,ChainZilla,Equihash,False,DPoW,11000068.2715789,11000000
1237,NXT,Nxt,PoS,True,PoS/LPoS,1000000000.0,1000000000
1238,ZEPH,ZEPHYR,SHA-256,True,DPoS,1999999995.3056,2000000000
1239,XQN,Quotient,Scrypt,True,PoW/PoS,,0
1240,NETC,NetworkCoin,X13,True,PoW/PoS,,400000
1241,VPRC,VapersCoin,Scrypt,True,PoW,,42750000000
1242,GAP,Gapcoin,Scrypt,True,PoW/PoS,14931046.1546605,250000000
1243,SERO,Super Zero,Ethash,True,PoW,,1000000000
1244,UOS,UOS,SHA-256,True,DPoI,,1000000000
1245,BDX,Beldex,CryptoNight,True,PoW,980222595.0,1400222610
1246,ZEN,Horizen,Equihash,True,PoW,7296537.5,21000000
1247,XBC,BitcoinPlus,Scrypt,True,PoS,128326.99633965,1000000
1248,DVTC,DivotyCoin,Scrypt,False,PoW/PoS,21491213.4644496,100000000
1249,GIOT,Giotto Coin,Scrypt,False,PoW/PoS,,233100000
1250,OPSC,OpenSourceCoin,SHA-256,False,PoW/PoS,,21000000
1251,PUNK,SteamPunk,PoS,False,PoS,,40000000
